wait_time_id,reporting_level,province,region,indicator,metric,data_year,unit_of_measurement,indicator_result
8656,Provincial,New Brunswick,Provincial,Cataract Surgery,90th Percentile,2019,Days,226.0
8657,Provincial,New Brunswick,Provincial,Cataract Surgery,Volume,2019,Number of cases,5908.0
8658,Provincial,New Brunswick,Provincial,Colorectal Cancer Surgery,50th Percentile,2019,Days,22.0
8659,Provincial,New Brunswick,Provincial,Colorectal Cancer Surgery,90th Percentile,2019,Days,48.0
8660,Provincial,New Brunswick,Provincial,Colorectal Cancer Surgery,Volume,2019,Number of cases,212.0
8661,Provincial,New Brunswick,Provincial,CT Scan,50th Percentile,2019,Days,
8662,Provincial,New Brunswick,Provincial,CT Scan,90th Percentile,2019,Days,
8663,Provincial,New Brunswick,Provincial,CT Scan,Volume,2019,Number of cases,
8664,Provincial,New Brunswick,Provincial,Hip Fracture Repair,% Meeting Benchmark,2019,Proportion,89.2201834862385
8665,Provincial,New Brunswick,Provincial,Hip Fracture Repair,50th Percentile,2019,Hours,18.4833333333333
8666,Provincial,New Brunswick,Provincial,Hip Fracture Repair,90th Percentile,2019,Hours,49.0666666666667
8667,Provincial,New Brunswick,Provincial,Hip Fracture Repair,Volume,2019,Number of cases,436.0
8668,Provincial,New Brunswick,Provincial,Hip Fracture Repair/Emergency And Inpatient,% Meeting Benchmark,2019,Proportion,
8669,Provincial,New Brunswick,Provincial,Hip Fracture Repair/Emergency And Inpatient,50th Percentile,2019,Hours,
8670,Provincial,New Brunswick,Provincial,Hip Fracture Repair/Emergency And Inpatient,90th Percentile,2019,Hours,
8671,Provincial,New Brunswick,Provincial,Hip Fracture Repair/Emergency And Inpatient,Volume,2019,Number of cases,
8672,Provincial,New Brunswick,Provincial,Hip Replacement,% Meeting Benchmark,2019,Proportion,48.0
8673,Provincial,New Brunswick,Provincial,Hip Replacement,50th Percentile,2019,Days,195.0
8674,Provincial,New Brunswick,Provincial,Hip Replacement,90th Percentile,2019,Days,378.0
8675,Provincial,New Brunswick,Provincial,Hip Replacement,Volume,2019,Number of cases,532.0
8676,Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,% Meeting Benchmark,2019,Proportion,
8677,Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,50th Percentile,2019,Days,
8678,Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,90th Percentile,2019,Days,
8679,Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,Volume,2019,Number of cases,
8680,Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,% Meeting Benchmark,2019,Proportion,
8681,Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,50th Percentile,2019,Days,
8682,Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,90th Percentile,2019,Days,
8683,Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,Volume,2019,Number of cases,
8684,Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,% Meeting Benchmark,2019,Proportion,
8685,Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,50th Percentile,2019,Days,
8686,Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,90th Percentile,2019,Days,
8687,Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,Volume,2019,Number of cases,
8688,Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,% Meeting Benchmark,2019,Proportion,
8689,Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,50th Percentile,2019,Days,
8690,Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,90th Percentile,2019,Days,
8691,Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,Volume,2019,Number of cases,
8692,Regional,New Brunswick,Horizon Health Network,Hip Replacement,% Meeting Benchmark,2019,Proportion,36.0
8693,Regional,New Brunswick,Horizon Health Network,Hip Replacement,50th Percentile,2019,Days,237.0
8694,Regional,New Brunswick,Horizon Health Network,Hip Replacement,90th Percentile,2019,Days,411.0
8695,Regional,New Brunswick,Horizon Health Network,Hip Replacement,Volume,2019,Number of cases,349.0
8696,Regional,New Brunswick,Vitalité Health Network,Hip Replacement,% Meeting Benchmark,2019,Proportion,72.0
8697,Regional,New Brunswick,Vitalité Health Network,Hip Replacement,50th Percentile,2019,Days,114.0
8698,Regional,New Brunswick,Vitalité Health Network,Hip Replacement,90th Percentile,2019,Days,247.0
8699,Regional,New Brunswick,Vitalité Health Network,Hip Replacement,Volume,2019,Number of cases,183.0
8700,Provincial,New Brunswick,Provincial,Knee Replacement,% Meeting Benchmark,2019,Proportion,44.0
8701,Provincial,New Brunswick,Provincial,Knee Replacement,50th Percentile,2019,Days,197.0
8702,Provincial,New Brunswick,Provincial,Knee Replacement,90th Percentile,2019,Days,485.0
8703,Provincial,New Brunswick,Provincial,Knee Replacement,Volume,2019,Number of cases,938.0
8704,Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,% Meeting Benchmark,2019,Proportion,
8705,Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,50th Percentile,2019,Days,
8706,Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,90th Percentile,2019,Days,
8707,Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,Volume,2019,Number of cases,
8708,Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,% Meeting Benchmark,2019,Proportion,
8709,Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,50th Percentile,2019,Days,
8710,Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,90th Percentile,2019,Days,
8711,Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,Volume,2019,Number of cases,
8712,Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,% Meeting Benchmark,2019,Proportion,
8713,Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,50th Percentile,2019,Days,
8714,Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,90th Percentile,2019,Days,
8715,Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,Volume,2019,Number of cases,
8716,Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,% Meeting Benchmark,2019,Proportion,
8717,Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,50th Percentile,2019,Days,
8718,Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,90th Percentile,2019,Days,
8719,Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,Volume,2019,Number of cases,
8720,Regional,New Brunswick,Horizon Health Network,Knee Replacement,% Meeting Benchmark,2019,Proportion,32.0
8721,Regional,New Brunswick,Horizon Health Network,Knee Replacement,50th Percentile,2019,Days,273.0
8722,Regional,New Brunswick,Horizon Health Network,Knee Replacement,90th Percentile,2019,Days,584.0
8723,Regional,New Brunswick,Horizon Health Network,Knee Replacement,Volume,2019,Number of cases,605.0
8724,Regional,New Brunswick,Vitalité Health Network,Knee Replacement,% Meeting Benchmark,2019,Proportion,67.0
8725,Regional,New Brunswick,Vitalité Health Network,Knee Replacement,50th Percentile,2019,Days,144.0
8726,Regional,New Brunswick,Vitalité Health Network,Knee Replacement,90th Percentile,2019,Days,302.0
8727,Regional,New Brunswick,Vitalité Health Network,Knee Replacement,Volume,2019,Number of cases,333.0
8728,Provincial,New Brunswick,Provincial,Lung Cancer Surgery,50th Percentile,2019,Days,33.0
8729,Provincial,New Brunswick,Provincial,Lung Cancer Surgery,90th Percentile,2019,Days,67.0
8730,Provincial,New Brunswick,Provincial,Lung Cancer Surgery,Volume,2019,Number of cases,71.0
8731,Provincial,New Brunswick,Provincial,MRI Scan,50th Percentile,2019,Days,
8732,Provincial,New Brunswick,Provincial,MRI Scan,90th Percentile,2019,Days,
8733,Provincial,New Brunswick,Provincial,MRI Scan,Volume,2019,Number of cases,
8734,Provincial,New Brunswick,Provincial,Prostate Cancer Surgery,50th Percentile,2019,Days,31.0
8735,Provincial,New Brunswick,Provincial,Prostate Cancer Surgery,90th Percentile,2019,Days,71.0
8736,Provincial,New Brunswick,Provincial,Prostate Cancer Surgery,Volume,2019,Number of cases,84.0
8737,Provincial,New Brunswick,Provincial,Radiation Therapy,% Meeting Benchmark,2019,Proportion,92.8
8738,Provincial,New Brunswick,Provincial,Radiation Therapy,50th Percentile,2019,Days,12.0
8739,Provincial,New Brunswick,Provincial,Radiation Therapy,90th Percentile,2019,Days,27.0
8740,Provincial,New Brunswick,Provincial,Radiation Therapy,Volume,2019,Number of cases,1048.0
8741,Provincial,Newfoundland And Labrador,Provincial,Bladder Cancer Surgery,50th Percentile,2019,Days,21.0
8742,Provincial,Newfoundland And Labrador,Provincial,Bladder Cancer Surgery,90th Percentile,2019,Days,41.0
8743,Provincial,Newfoundland And Labrador,Provincial,Bladder Cancer Surgery,Volume,2019,Number of cases,108.0
8744,Provincial,Newfoundland And Labrador,Provincial,Breast Cancer Surgery,50th Percentile,2019,Days,16.0
8745,Provincial,Newfoundland And Labrador,Provincial,Breast Cancer Surgery,90th Percentile,2019,Days,35.0
8746,Provincial,Newfoundland And Labrador,Provincial,Breast Cancer Surgery,Volume,2019,Number of cases,220.0
8747,Provincial,Newfoundland And Labrador,Provincial,CABG,50th Percentile,2019,Days,9.0
8748,Provincial,Newfoundland And Labrador,Provincial,CABG,90th Percentile,2019,Days,149.0
8749,Provincial,Newfoundland And Labrador,Provincial,CABG,Volume,2019,Number of cases,182.0
8750,Provincial,Newfoundland And Labrador,Provincial,Cataract Surgery,% Meeting Benchmark,2019,Proportion,63.0
8751,Provincial,Newfoundland And Labrador,Provincial,Cataract Surgery,50th Percentile,2019,Days,95.0
8752,Provincial,Newfoundland And Labrador,Provincial,Cataract Surgery,90th Percentile,2019,Days,209.0
8753,Provincial,Newfoundland And Labrador,Provincial,Cataract Surgery,Volume,2019,Number of cases,1263.0
8754,Provincial,Newfoundland And Labrador,Provincial,Colorectal Cancer Surgery,50th Percentile,2019,Days,15.0
8755,Provincial,Newfoundland And Labrador,Provincial,Colorectal Cancer Surgery,90th Percentile,2019,Days,35.0
8756,Provincial,Newfoundland And Labrador,Provincial,Colorectal Cancer Surgery,Volume,2019,Number of cases,177.0
8757,Provincial,Newfoundland And Labrador,Provincial,CT Scan,50th Percentile,2019,Days,
8758,Provincial,Newfoundland And Labrador,Provincial,CT Scan,90th Percentile,2019,Days,
8759,Provincial,Newfoundland And Labrador,Provincial,CT Scan,Volume,2019,Number of cases,37795.0
8760,Provincial,Newfoundland And Labrador,Provincial,Hip Fracture Repair,% Meeting Benchmark,2019,Proportion,85.4251012145749
8761,Provincial,Newfoundland And Labrador,Provincial,Hip Fracture Repair,50th Percentile,2019,Hours,21.4
8762,Provincial,Newfoundland And Labrador,Provincial,Hip Fracture Repair,90th Percentile,2019,Hours,59.7666666666667
8763,Provincial,Newfoundland And Labrador,Provincial,Hip Fracture Repair,Volume,2019,Number of cases,247.0
8764,Provincial,Newfoundland And Labrador,Provincial,Hip Fracture Repair/Emergency And Inpatient,% Meeting Benchmark,2019,Proportion,98.0
8765,Provincial,Newfoundland And Labrador,Provincial,Hip Fracture Repair/Emergency And Inpatient,50th Percentile,2019,Hours,21.8
8766,Provincial,Newfoundland And Labrador,Provincial,Hip Fracture Repair/Emergency And Inpatient,90th Percentile,2019,Hours,37.45
8767,Provincial,Newfoundland And Labrador,Provincial,Hip Fracture Repair/Emergency And Inpatient,Volume,2019,Number of cases,195.0
8768,Provincial,Newfoundland And Labrador,Provincial,Hip Replacement,% Meeting Benchmark,2019,Proportion,76.0
8769,Provincial,Newfoundland And Labrador,Provincial,Hip Replacement,50th Percentile,2019,Days,113.0
8770,Provincial,Newfoundland And Labrador,Provincial,Hip Replacement,90th Percentile,2019,Days,229.0
8771,Provincial,Newfoundland And Labrador,Provincial,Hip Replacement,Volume,2019,Number of cases,303.0
8772,Regional,Newfoundland And Labrador,Western Zone (N.L.),Hip Replacement,% Meeting Benchmark,2019,Proportion,94.0
8773,Regional,Newfoundland And Labrador,Western Zone (N.L.),Hip Replacement,50th Percentile,2019,Days,99.0
8774,Regional,Newfoundland And Labrador,Western Zone (N.L.),Hip Replacement,90th Percentile,2019,Days,157.0
8775,Regional,Newfoundland And Labrador,Western Zone (N.L.),Hip Replacement,Volume,2019,Number of cases,44.0
8776,Regional,Newfoundland And Labrador,Labrador–Grenfell Zone,Hip Replacement,% Meeting Benchmark,2019,Proportion,100.0
8777,Regional,Newfoundland And Labrador,Labrador–Grenfell Zone,Hip Replacement,50th Percentile,2019,Days,75.0
8778,Regional,Newfoundland And Labrador,Labrador–Grenfell Zone,Hip Replacement,90th Percentile,2019,Days,132.0
8779,Regional,Newfoundland And Labrador,Labrador–Grenfell Zone,Hip Replacement,Volume,2019,Number of cases,16.0
8780,Regional,Newfoundland And Labrador,Eastern–Rural Zone,Hip Replacement,% Meeting Benchmark,2019,Proportion,
8781,Regional,Newfoundland And Labrador,Eastern–Rural Zone,Hip Replacement,50th Percentile,2019,Days,
8782,Regional,Newfoundland And Labrador,Eastern–Rural Zone,Hip Replacement,90th Percentile,2019,Days,
8783,Regional,Newfoundland And Labrador,Eastern–Rural Zone,Hip Replacement,Volume,2019,Number of cases,
8784,Regional,Newfoundland And Labrador,Eastern–Urban Zone,Hip Replacement,% Meeting Benchmark,2019,Proportion,
8785,Regional,Newfoundland And Labrador,Eastern–Urban Zone,Hip Replacement,50th Percentile,2019,Days,
8786,Regional,Newfoundland And Labrador,Eastern–Urban Zone,Hip Replacement,90th Percentile,2019,Days,
8787,Regional,Newfoundland And Labrador,Eastern–Urban Zone,Hip Replacement,Volume,2019,Number of cases,
8788,Regional,Newfoundland And Labrador,Central Zone,Hip Replacement,% Meeting Benchmark,2019,Proportion,100.0
8789,Regional,Newfoundland And Labrador,Central Zone,Hip Replacement,50th Percentile,2019,Days,75.0
8790,Regional,Newfoundland And Labrador,Central Zone,Hip Replacement,90th Percentile,2019,Days,150.0
8791,Regional,Newfoundland And Labrador,Central Zone,Hip Replacement,Volume,2019,Number of cases,44.0
8792,Provincial,Newfoundland And Labrador,Provincial,Knee Replacement,% Meeting Benchmark,2019,Proportion,72.0
8793,Provincial,Newfoundland And Labrador,Provincial,Knee Replacement,50th Percentile,2019,Days,133.0
8794,Provincial,Newfoundland And Labrador,Provincial,Knee Replacement,90th Percentile,2019,Days,280.0
8795,Provincial,Newfoundland And Labrador,Provincial,Knee Replacement,Volume,2019,Number of cases,546.0
8796,Regional,Newfoundland And Labrador,Western Zone (N.L.),Knee Replacement,% Meeting Benchmark,2019,Proportion,96.0
8797,Regional,Newfoundland And Labrador,Western Zone (N.L.),Knee Replacement,50th Percentile,2019,Days,98.0
8798,Regional,Newfoundland And Labrador,Western Zone (N.L.),Knee Replacement,90th Percentile,2019,Days,169.0
8799,Regional,Newfoundland And Labrador,Western Zone (N.L.),Knee Replacement,Volume,2019,Number of cases,95.0
8800,Regional,Newfoundland And Labrador,Labrador–Grenfell Zone,Knee Replacement,% Meeting Benchmark,2019,Proportion,94.0
8801,Regional,Newfoundland And Labrador,Labrador–Grenfell Zone,Knee Replacement,50th Percentile,2019,Days,90.0
8802,Regional,Newfoundland And Labrador,Labrador–Grenfell Zone,Knee Replacement,90th Percentile,2019,Days,139.0
8803,Regional,Newfoundland And Labrador,Labrador–Grenfell Zone,Knee Replacement,Volume,2019,Number of cases,18.0
8804,Regional,Newfoundland And Labrador,Eastern–Rural Zone,Knee Replacement,% Meeting Benchmark,2019,Proportion,
8805,Regional,Newfoundland And Labrador,Eastern–Rural Zone,Knee Replacement,50th Percentile,2019,Days,
8806,Regional,Newfoundland And Labrador,Eastern–Rural Zone,Knee Replacement,90th Percentile,2019,Days,
8807,Regional,Newfoundland And Labrador,Eastern–Rural Zone,Knee Replacement,Volume,2019,Number of cases,
8808,Regional,Newfoundland And Labrador,Eastern–Urban Zone,Knee Replacement,% Meeting Benchmark,2019,Proportion,
8809,Regional,Newfoundland And Labrador,Eastern–Urban Zone,Knee Replacement,50th Percentile,2019,Days,
8810,Regional,Newfoundland And Labrador,Eastern–Urban Zone,Knee Replacement,90th Percentile,2019,Days,
8811,Regional,Newfoundland And Labrador,Eastern–Urban Zone,Knee Replacement,Volume,2019,Number of cases,
8812,Regional,Newfoundland And Labrador,Central Zone,Knee Replacement,% Meeting Benchmark,2019,Proportion,69.0
8813,Regional,Newfoundland And Labrador,Central Zone,Knee Replacement,50th Percentile,2019,Days,124.0
8814,Regional,Newfoundland And Labrador,Central Zone,Knee Replacement,90th Percentile,2019,Days,320.0
8815,Regional,Newfoundland And Labrador,Central Zone,Knee Replacement,Volume,2019,Number of cases,132.0
8816,Provincial,Newfoundland And Labrador,Provincial,Lung Cancer Surgery,50th Percentile,2019,Days,20.0
8817,Provincial,Newfoundland And Labrador,Provincial,Lung Cancer Surgery,90th Percentile,2019,Days,41.0
8818,Provincial,Newfoundland And Labrador,Provincial,Lung Cancer Surgery,Volume,2019,Number of cases,45.0
8819,Provincial,Newfoundland And Labrador,Provincial,MRI Scan,50th Percentile,2019,Days,
8820,Provincial,Newfoundland And Labrador,Provincial,MRI Scan,90th Percentile,2019,Days,
8821,Provincial,Newfoundland And Labrador,Provincial,MRI Scan,Volume,2019,Number of cases,8888.0
8822,Provincial,Newfoundland And Labrador,Provincial,Prostate Cancer Surgery,50th Percentile,2019,Days,43.0
8823,Provincial,Newfoundland And Labrador,Provincial,Prostate Cancer Surgery,90th Percentile,2019,Days,62.0
8824,Provincial,Newfoundland And Labrador,Provincial,Prostate Cancer Surgery,Volume,2019,Number of cases,67.0
8825,Provincial,Newfoundland And Labrador,Provincial,Radiation Therapy,% Meeting Benchmark,2019,Proportion,100.0
8826,Provincial,Newfoundland And Labrador,Provincial,Radiation Therapy,50th Percentile,2019,Days,16.0
8827,Provincial,Newfoundland And Labrador,Provincial,Radiation Therapy,90th Percentile,2019,Days,22.0
8828,Provincial,Newfoundland And Labrador,Provincial,Radiation Therapy,Volume,2019,Number of cases,515.0
8829,Provincial,Nova Scotia,Provincial,Bladder Cancer Surgery,50th Percentile,2019,Days,34.0
8830,Provincial,Nova Scotia,Provincial,Bladder Cancer Surgery,90th Percentile,2019,Days,80.0
8831,Provincial,Nova Scotia,Provincial,Bladder Cancer Surgery,Volume,2019,Number of cases,347.0
8832,Provincial,Nova Scotia,Provincial,Breast Cancer Surgery,50th Percentile,2019,Days,22.0
8833,Provincial,Nova Scotia,Provincial,Breast Cancer Surgery,90th Percentile,2019,Days,42.0
8834,Provincial,Nova Scotia,Provincial,Breast Cancer Surgery,Volume,2019,Number of cases,513.0
8835,Provincial,Nova Scotia,Provincial,CABG,50th Percentile,2019,Days,7.0
8836,Provincial,Nova Scotia,Provincial,CABG,90th Percentile,2019,Days,43.0
8837,Provincial,Nova Scotia,Provincial,CABG,Volume,2019,Number of cases,131.0
8838,Provincial,Nova Scotia,Provincial,Cataract Surgery,% Meeting Benchmark,2019,Proportion,57.0
8839,Provincial,Nova Scotia,Provincial,Cataract Surgery,50th Percentile,2019,Days,92.0
8840,Provincial,Nova Scotia,Provincial,Cataract Surgery,90th Percentile,2019,Days,250.0
8841,Provincial,Nova Scotia,Provincial,Cataract Surgery,Volume,2019,Number of cases,3848.0
8842,Provincial,Nova Scotia,Provincial,Colorectal Cancer Surgery,50th Percentile,2019,Days,26.0
8843,Provincial,Nova Scotia,Provincial,Colorectal Cancer Surgery,90th Percentile,2019,Days,51.0
8844,Provincial,Nova Scotia,Provincial,Colorectal Cancer Surgery,Volume,2019,Number of cases,264.0
8845,Provincial,Nova Scotia,Provincial,CT Scan,50th Percentile,2019,Days,26.0
8846,Provincial,Nova Scotia,Provincial,CT Scan,90th Percentile,2019,Days,80.0
8847,Provincial,Nova Scotia,Provincial,CT Scan,Volume,2019,Number of cases,37935.0
8848,Provincial,Nova Scotia,Provincial,Hip Fracture Repair,% Meeting Benchmark,2019,Proportion,88.9196675900277
8849,Provincial,Nova Scotia,Provincial,Hip Fracture Repair,50th Percentile,2019,Hours,20.3333333333333
8850,Provincial,Nova Scotia,Provincial,Hip Fracture Repair,90th Percentile,2019,Hours,50.4
8851,Provincial,Nova Scotia,Provincial,Hip Fracture Repair,Volume,2019,Number of cases,361.0
8852,Provincial,Nova Scotia,Provincial,Hip Fracture Repair/Emergency And Inpatient,% Meeting Benchmark,2019,Proportion,
8853,Provincial,Nova Scotia,Provincial,Hip Fracture Repair/Emergency And Inpatient,50th Percentile,2019,Hours,
8854,Provincial,Nova Scotia,Provincial,Hip Fracture Repair/Emergency And Inpatient,90th Percentile,2019,Hours,
8855,Provincial,Nova Scotia,Provincial,Hip Fracture Repair/Emergency And Inpatient,Volume,2019,Number of cases,
8856,Provincial,Nova Scotia,Provincial,Hip Replacement,% Meeting Benchmark,2019,Proportion,59.0
8857,Provincial,Nova Scotia,Provincial,Hip Replacement,50th Percentile,2019,Days,158.0
8858,Provincial,Nova Scotia,Provincial,Hip Replacement,90th Percentile,2019,Days,442.0
8859,Provincial,Nova Scotia,Provincial,Hip Replacement,Volume,2019,Number of cases,798.0
8860,Regional,Nova Scotia,Western Zone (N.S.),Hip Replacement,% Meeting Benchmark,2019,Proportion,22.0
8861,Regional,Nova Scotia,Western Zone (N.S.),Hip Replacement,50th Percentile,2019,Days,328.0
8862,Regional,Nova Scotia,Western Zone (N.S.),Hip Replacement,90th Percentile,2019,Days,574.0
8863,Regional,Nova Scotia,Western Zone (N.S.),Hip Replacement,Volume,2019,Number of cases,123.0
8864,Regional,Nova Scotia,Northern Zone (N.S.),Hip Replacement,% Meeting Benchmark,2019,Proportion,80.0
8865,Regional,Nova Scotia,Northern Zone (N.S.),Hip Replacement,50th Percentile,2019,Days,77.0
8866,Regional,Nova Scotia,Northern Zone (N.S.),Hip Replacement,90th Percentile,2019,Days,320.0
8867,Regional,Nova Scotia,Northern Zone (N.S.),Hip Replacement,Volume,2019,Number of cases,107.0
8868,Regional,Nova Scotia,Eastern Zone,Hip Replacement,% Meeting Benchmark,2019,Proportion,77.0
8869,Regional,Nova Scotia,Eastern Zone,Hip Replacement,50th Percentile,2019,Days,90.0
8870,Regional,Nova Scotia,Eastern Zone,Hip Replacement,90th Percentile,2019,Days,236.0
8871,Regional,Nova Scotia,Eastern Zone,Hip Replacement,Volume,2019,Number of cases,111.0
8872,Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,% Meeting Benchmark,2019,Proportion,60.0
8873,Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,50th Percentile,2019,Days,162.0
8874,Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,90th Percentile,2019,Days,356.0
8875,Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,Volume,2019,Number of cases,457.0
8876,Provincial,Nova Scotia,Provincial,Knee Replacement,% Meeting Benchmark,2019,Proportion,47.0
8877,Provincial,Nova Scotia,Provincial,Knee Replacement,50th Percentile,2019,Days,195.0
8878,Provincial,Nova Scotia,Provincial,Knee Replacement,90th Percentile,2019,Days,531.0
8879,Provincial,Nova Scotia,Provincial,Knee Replacement,Volume,2019,Number of cases,1331.0
8880,Regional,Nova Scotia,Western Zone (N.S.),Knee Replacement,% Meeting Benchmark,2019,Proportion,21.0
8881,Regional,Nova Scotia,Western Zone (N.S.),Knee Replacement,50th Percentile,2019,Days,377.0
8882,Regional,Nova Scotia,Western Zone (N.S.),Knee Replacement,90th Percentile,2019,Days,613.0
8883,Regional,Nova Scotia,Western Zone (N.S.),Knee Replacement,Volume,2019,Number of cases,258.0
8884,Regional,Nova Scotia,Northern Zone (N.S.),Knee Replacement,% Meeting Benchmark,2019,Proportion,49.0
8885,Regional,Nova Scotia,Northern Zone (N.S.),Knee Replacement,50th Percentile,2019,Days,189.0
8886,Regional,Nova Scotia,Northern Zone (N.S.),Knee Replacement,90th Percentile,2019,Days,531.0
8887,Regional,Nova Scotia,Northern Zone (N.S.),Knee Replacement,Volume,2019,Number of cases,205.0
8888,Regional,Nova Scotia,Eastern Zone,Knee Replacement,% Meeting Benchmark,2019,Proportion,70.0
8889,Regional,Nova Scotia,Eastern Zone,Knee Replacement,50th Percentile,2019,Days,109.0
8890,Regional,Nova Scotia,Eastern Zone,Knee Replacement,90th Percentile,2019,Days,300.0
8891,Regional,Nova Scotia,Eastern Zone,Knee Replacement,Volume,2019,Number of cases,245.0
8892,Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,% Meeting Benchmark,2019,Proportion,47.0
8893,Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,50th Percentile,2019,Days,188.0
8894,Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,90th Percentile,2019,Days,553.0
8895,Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,Volume,2019,Number of cases,623.0
8896,Provincial,Nova Scotia,Provincial,Lung Cancer Surgery,50th Percentile,2019,Days,43.0
8897,Provincial,Nova Scotia,Provincial,Lung Cancer Surgery,90th Percentile,2019,Days,84.0
8898,Provincial,Nova Scotia,Provincial,Lung Cancer Surgery,Volume,2019,Number of cases,179.0
8899,Provincial,Nova Scotia,Provincial,MRI Scan,50th Percentile,2019,Days,50.0
8900,Provincial,Nova Scotia,Provincial,MRI Scan,90th Percentile,2019,Days,251.0
8901,Provincial,Nova Scotia,Provincial,MRI Scan,Volume,2019,Number of cases,13242.0
8902,Provincial,Nova Scotia,Provincial,Prostate Cancer Surgery,50th Percentile,2019,Days,55.0
8903,Provincial,Nova Scotia,Provincial,Prostate Cancer Surgery,90th Percentile,2019,Days,106.0
8904,Provincial,Nova Scotia,Provincial,Prostate Cancer Surgery,Volume,2019,Number of cases,91.0
8905,Provincial,Nova Scotia,Provincial,Radiation Therapy,% Meeting Benchmark,2019,Proportion,97.0
8906,Provincial,Nova Scotia,Provincial,Radiation Therapy,50th Percentile,2019,Days,9.0
8907,Provincial,Nova Scotia,Provincial,Radiation Therapy,90th Percentile,2019,Days,23.0
8908,Provincial,Nova Scotia,Provincial,Radiation Therapy,Volume,2019,Number of cases,1473.0
8909,Provincial,Ontario,Provincial,Bladder Cancer Surgery,50th Percentile,2019,Days,23.0
8910,Provincial,Ontario,Provincial,Bladder Cancer Surgery,90th Percentile,2019,Days,62.0
8911,Provincial,Ontario,Provincial,Bladder Cancer Surgery,Volume,2019,Number of cases,5841.0
8912,Provincial,Ontario,Provincial,Breast Cancer Surgery,50th Percentile,2019,Days,16.0
8913,Provincial,Ontario,Provincial,Breast Cancer Surgery,90th Percentile,2019,Days,32.0
8914,Provincial,Ontario,Provincial,Breast Cancer Surgery,Volume,2019,Number of cases,6407.0
8915,Provincial,Ontario,Provincial,CABG,50th Percentile,2019,Days,7.0
8916,Provincial,Ontario,Provincial,CABG,90th Percentile,2019,Days,50.0
8917,Provincial,Ontario,Provincial,CABG,Volume,2019,Number of cases,3344.0
8918,Provincial,Ontario,Provincial,Cataract Surgery,% Meeting Benchmark,2019,Proportion,72.4172618448848
8919,Provincial,Ontario,Provincial,Cataract Surgery,50th Percentile,2019,Days,63.0
8920,Provincial,Ontario,Provincial,Cataract Surgery,90th Percentile,2019,Days,223.0
8921,Provincial,Ontario,Provincial,Cataract Surgery,Volume,2019,Number of cases,69587.0
8922,Provincial,Ontario,Provincial,Colorectal Cancer Surgery,50th Percentile,2019,Days,19.0
8923,Provincial,Ontario,Provincial,Colorectal Cancer Surgery,90th Percentile,2019,Days,41.0
8924,Provincial,Ontario,Provincial,Colorectal Cancer Surgery,Volume,2019,Number of cases,2329.0
8925,Provincial,Ontario,Provincial,CT Scan,50th Percentile,2019,Days,6.0
8926,Provincial,Ontario,Provincial,CT Scan,90th Percentile,2019,Days,50.0
8927,Provincial,Ontario,Provincial,CT Scan,Volume,2019,Number of cases,508517.0
8928,Provincial,Ontario,Provincial,Hip Fracture Repair,% Meeting Benchmark,2019,Proportion,85.5025888234244
8929,Provincial,Ontario,Provincial,Hip Fracture Repair,50th Percentile,2019,Hours,24.0
