wait_time_id,reporting_level,province,region,indicator,metric,data_year,unit_of_measurement,indicator_result
1701,Provincial,British Columbia,Provincial,Knee Replacement,90th Percentile,2011,Days,257.0
1702,Provincial,British Columbia,Provincial,Knee Replacement,Volume,2011,Number of cases,3349.0
1703,Provincial,British Columbia,Provincial,Lung Cancer Surgery,50th Percentile,2011,Days,
1704,Provincial,British Columbia,Provincial,Lung Cancer Surgery,90th Percentile,2011,Days,
1705,Provincial,British Columbia,Provincial,Lung Cancer Surgery,Volume,2011,Number of cases,
1706,Provincial,British Columbia,Provincial,MRI Scan,50th Percentile,2011,Days,
1707,Provincial,British Columbia,Provincial,MRI Scan,90th Percentile,2011,Days,
1708,Provincial,British Columbia,Provincial,MRI Scan,Volume,2011,Number of cases,
1709,Provincial,British Columbia,Provincial,Prostate Cancer Surgery,50th Percentile,2011,Days,
1710,Provincial,British Columbia,Provincial,Prostate Cancer Surgery,90th Percentile,2011,Days,
1711,Provincial,British Columbia,Provincial,Prostate Cancer Surgery,Volume,2011,Number of cases,
1712,Provincial,British Columbia,Provincial,Radiation Therapy,% Meeting Benchmark,2011,Proportion,93.0
1713,Provincial,British Columbia,Provincial,Radiation Therapy,50th Percentile,2011,Days,8.0
1714,Provincial,British Columbia,Provincial,Radiation Therapy,90th Percentile,2011,Days,25.0
1715,Provincial,British Columbia,Provincial,Radiation Therapy,Volume,2011,Number of cases,5875.0
1716,National,Canada,Provincial,Bladder Cancer Surgery,50th Percentile,2011,Days,
1717,National,Canada,Provincial,Bladder Cancer Surgery,90th Percentile,2011,Days,
1718,National,Canada,Provincial,Bladder Cancer Surgery,Volume,2011,Number of cases,
1719,National,Canada,Provincial,Breast Cancer Surgery,50th Percentile,2011,Days,
1720,National,Canada,Provincial,Breast Cancer Surgery,90th Percentile,2011,Days,
1721,National,Canada,Provincial,Breast Cancer Surgery,Volume,2011,Number of cases,
1722,National,Canada,Provincial,CABG,% Meeting Benchmark,2011,Proportion,99.0
1723,National,Canada,Provincial,CABG,50th Percentile,2011,Days,7.0
1724,National,Canada,Provincial,CABG,90th Percentile,2011,Days,50.0
1725,National,Canada,Provincial,CABG,Volume,2011,Number of cases,8727.0
1726,National,Canada,Provincial,Cataract Surgery,% Meeting Benchmark,2011,Proportion,82.4768022089597
1727,National,Canada,Provincial,Cataract Surgery,50th Percentile,2011,Days,49.3680666650157
1728,National,Canada,Provincial,Cataract Surgery,90th Percentile,2011,Days,149.260035660335
1729,National,Canada,Provincial,Cataract Surgery,Volume,2011,Number of cases,161524.0
1730,National,Canada,Provincial,Colorectal Cancer Surgery,50th Percentile,2011,Days,
1731,National,Canada,Provincial,Colorectal Cancer Surgery,90th Percentile,2011,Days,
1732,National,Canada,Provincial,Colorectal Cancer Surgery,Volume,2011,Number of cases,
1733,National,Canada,Provincial,CT Scan,50th Percentile,2011,Days,
1734,National,Canada,Provincial,CT Scan,90th Percentile,2011,Days,
1735,National,Canada,Provincial,CT Scan,Volume,2011,Number of cases,
1736,National,Canada,Provincial,Hip Fracture Repair,% Meeting Benchmark,2011,Proportion,79.0
1737,National,Canada,Provincial,Hip Fracture Repair,50th Percentile,2011,Hours,25.0
1738,National,Canada,Provincial,Hip Fracture Repair,90th Percentile,2011,Hours,68.0
1739,National,Canada,Provincial,Hip Fracture Repair,Volume,2011,Number of cases,10083.0
1740,National,Canada,Provincial,Hip Fracture Repair/Emergency And Inpatient,% Meeting Benchmark,2011,Proportion,
1741,National,Canada,Provincial,Hip Fracture Repair/Emergency And Inpatient,50th Percentile,2011,Hours,
1742,National,Canada,Provincial,Hip Fracture Repair/Emergency And Inpatient,90th Percentile,2011,Hours,
1743,National,Canada,Provincial,Hip Fracture Repair/Emergency And Inpatient,Volume,2011,Number of cases,
1744,National,Canada,Provincial,Hip Replacement,% Meeting Benchmark,2011,Proportion,83.0
1745,National,Canada,Provincial,Hip Replacement,50th Percentile,2011,Days,90.0
1746,National,Canada,Provincial,Hip Replacement,90th Percentile,2011,Days,240.0
1747,National,Canada,Provincial,Hip Replacement,Volume,2011,Number of cases,14523.0
1748,National,Canada,Provincial,Knee Replacement,% Meeting Benchmark,2011,Proportion,76.0
1749,National,Canada,Provincial,Knee Replacement,50th Percentile,2011,Days,108.0
1750,National,Canada,Provincial,Knee Replacement,90th Percentile,2011,Days,276.0
1751,National,Canada,Provincial,Knee Replacement,Volume,2011,Number of cases,24683.0
1752,National,Canada,Provincial,Lung Cancer Surgery,50th Percentile,2011,Days,
1753,National,Canada,Provincial,Lung Cancer Surgery,90th Percentile,2011,Days,
1754,National,Canada,Provincial,Lung Cancer Surgery,Volume,2011,Number of cases,
1755,National,Canada,Provincial,MRI Scan,50th Percentile,2011,Days,
1756,National,Canada,Provincial,MRI Scan,90th Percentile,2011,Days,
1757,National,Canada,Provincial,MRI Scan,Volume,2011,Number of cases,
1758,National,Canada,Provincial,Prostate Cancer Surgery,50th Percentile,2011,Days,
1759,National,Canada,Provincial,Prostate Cancer Surgery,90th Percentile,2011,Days,
1760,National,Canada,Provincial,Prostate Cancer Surgery,Volume,2011,Number of cases,
1761,National,Canada,Provincial,Radiation Therapy,% Meeting Benchmark,2011,Proportion,97.0
1762,National,Canada,Provincial,Radiation Therapy,50th Percentile,2011,Days,7.0
1763,National,Canada,Provincial,Radiation Therapy,90th Percentile,2011,Days,21.0
1764,National,Canada,Provincial,Radiation Therapy,Volume,2011,Number of cases,39481.0
1765,Provincial,Manitoba,Provincial,Bladder Cancer Surgery,50th Percentile,2011,Days,
1766,Provincial,Manitoba,Provincial,Bladder Cancer Surgery,90th Percentile,2011,Days,
1767,Provincial,Manitoba,Provincial,Bladder Cancer Surgery,Volume,2011,Number of cases,
1768,Provincial,Manitoba,Provincial,Breast Cancer Surgery,50th Percentile,2011,Days,
1769,Provincial,Manitoba,Provincial,Breast Cancer Surgery,90th Percentile,2011,Days,
1770,Provincial,Manitoba,Provincial,Breast Cancer Surgery,Volume,2011,Number of cases,
1771,Provincial,Manitoba,Provincial,CABG,% Meeting Benchmark,2011,Proportion,97.0
1772,Provincial,Manitoba,Provincial,CABG,50th Percentile,2011,Days,15.0
1773,Provincial,Manitoba,Provincial,CABG,90th Percentile,2011,Days,110.0
1774,Provincial,Manitoba,Provincial,CABG,Volume,2011,Number of cases,357.0
1775,Provincial,Manitoba,Provincial,Cataract Surgery,% Meeting Benchmark,2011,Proportion,71.0
1776,Provincial,Manitoba,Provincial,Cataract Surgery,50th Percentile,2011,Days,76.0
1777,Provincial,Manitoba,Provincial,Cataract Surgery,90th Percentile,2011,Days,169.0
1778,Provincial,Manitoba,Provincial,Cataract Surgery,Volume,2011,Number of cases,4519.0
1779,Provincial,Manitoba,Provincial,Colorectal Cancer Surgery,50th Percentile,2011,Days,
1780,Provincial,Manitoba,Provincial,Colorectal Cancer Surgery,90th Percentile,2011,Days,
1781,Provincial,Manitoba,Provincial,Colorectal Cancer Surgery,Volume,2011,Number of cases,
1782,Provincial,Manitoba,Provincial,CT Scan,50th Percentile,2011,Days,16.0
1783,Provincial,Manitoba,Provincial,CT Scan,90th Percentile,2011,Days,35.0
1784,Provincial,Manitoba,Provincial,CT Scan,Volume,2011,Number of cases,21118.0
1785,Provincial,Manitoba,Provincial,Hip Fracture Repair,% Meeting Benchmark,2011,Proportion,85.0
1786,Provincial,Manitoba,Provincial,Hip Fracture Repair,50th Percentile,2011,Hours,22.0
1787,Provincial,Manitoba,Provincial,Hip Fracture Repair,90th Percentile,2011,Hours,57.0
1788,Provincial,Manitoba,Provincial,Hip Fracture Repair,Volume,2011,Number of cases,612.0
1789,Provincial,Manitoba,Provincial,Hip Fracture Repair/Emergency And Inpatient,% Meeting Benchmark,2011,Proportion,
1790,Provincial,Manitoba,Provincial,Hip Fracture Repair/Emergency And Inpatient,50th Percentile,2011,Hours,
1791,Provincial,Manitoba,Provincial,Hip Fracture Repair/Emergency And Inpatient,90th Percentile,2011,Hours,
1792,Provincial,Manitoba,Provincial,Hip Fracture Repair/Emergency And Inpatient,Volume,2011,Number of cases,
1793,Provincial,Manitoba,Provincial,Hip Replacement,% Meeting Benchmark,2011,Proportion,59.0
1794,Provincial,Manitoba,Provincial,Hip Replacement,50th Percentile,2011,Days,146.0
1795,Provincial,Manitoba,Provincial,Hip Replacement,90th Percentile,2011,Days,382.0
1796,Provincial,Manitoba,Provincial,Hip Replacement,Volume,2011,Number of cases,662.0
1797,Provincial,Manitoba,Provincial,Knee Replacement,% Meeting Benchmark,2011,Proportion,52.0
1798,Provincial,Manitoba,Provincial,Knee Replacement,50th Percentile,2011,Days,176.0
1799,Provincial,Manitoba,Provincial,Knee Replacement,90th Percentile,2011,Days,420.0
1800,Provincial,Manitoba,Provincial,Knee Replacement,Volume,2011,Number of cases,1049.0
1801,Provincial,Manitoba,Provincial,Lung Cancer Surgery,50th Percentile,2011,Days,
1802,Provincial,Manitoba,Provincial,Lung Cancer Surgery,90th Percentile,2011,Days,
1803,Provincial,Manitoba,Provincial,Lung Cancer Surgery,Volume,2011,Number of cases,
1804,Provincial,Manitoba,Provincial,MRI Scan,50th Percentile,2011,Days,55.0
1805,Provincial,Manitoba,Provincial,MRI Scan,90th Percentile,2011,Days,119.0
1806,Provincial,Manitoba,Provincial,MRI Scan,Volume,2011,Number of cases,20652.0
1807,Provincial,Manitoba,Provincial,Prostate Cancer Surgery,50th Percentile,2011,Days,
1808,Provincial,Manitoba,Provincial,Prostate Cancer Surgery,90th Percentile,2011,Days,
1809,Provincial,Manitoba,Provincial,Prostate Cancer Surgery,Volume,2011,Number of cases,
1810,Provincial,Manitoba,Provincial,Radiation Therapy,% Meeting Benchmark,2011,Proportion,100.0
1811,Provincial,Manitoba,Provincial,Radiation Therapy,50th Percentile,2011,Days,6.0
1812,Provincial,Manitoba,Provincial,Radiation Therapy,90th Percentile,2011,Days,23.0
1813,Provincial,Manitoba,Provincial,Radiation Therapy,Volume,2011,Number of cases,1385.0
1814,Provincial,New Brunswick,Provincial,Bladder Cancer Surgery,50th Percentile,2011,Days,
1815,Provincial,New Brunswick,Provincial,Bladder Cancer Surgery,90th Percentile,2011,Days,
1816,Provincial,New Brunswick,Provincial,Bladder Cancer Surgery,Volume,2011,Number of cases,
1817,Provincial,New Brunswick,Provincial,Breast Cancer Surgery,50th Percentile,2011,Days,
1818,Provincial,New Brunswick,Provincial,Breast Cancer Surgery,90th Percentile,2011,Days,
1819,Provincial,New Brunswick,Provincial,Breast Cancer Surgery,Volume,2011,Number of cases,
1820,Provincial,New Brunswick,Provincial,CABG,% Meeting Benchmark,2011,Proportion,99.0
1821,Provincial,New Brunswick,Provincial,CABG,50th Percentile,2011,Days,7.0
1822,Provincial,New Brunswick,Provincial,CABG,90th Percentile,2011,Days,57.0
1823,Provincial,New Brunswick,Provincial,CABG,Volume,2011,Number of cases,204.0
1824,Provincial,New Brunswick,Provincial,Cataract Surgery,% Meeting Benchmark,2011,Proportion,85.0
1825,Provincial,New Brunswick,Provincial,Cataract Surgery,50th Percentile,2011,Days,35.0
1826,Provincial,New Brunswick,Provincial,Cataract Surgery,90th Percentile,2011,Days,158.0
1827,Provincial,New Brunswick,Provincial,Cataract Surgery,Volume,2011,Number of cases,5108.0
1828,Provincial,New Brunswick,Provincial,Colorectal Cancer Surgery,50th Percentile,2011,Days,
1829,Provincial,New Brunswick,Provincial,Colorectal Cancer Surgery,90th Percentile,2011,Days,
1830,Provincial,New Brunswick,Provincial,Colorectal Cancer Surgery,Volume,2011,Number of cases,
1831,Provincial,New Brunswick,Provincial,CT Scan,50th Percentile,2011,Days,
1832,Provincial,New Brunswick,Provincial,CT Scan,90th Percentile,2011,Days,
1833,Provincial,New Brunswick,Provincial,CT Scan,Volume,2011,Number of cases,
1834,Provincial,New Brunswick,Provincial,Hip Fracture Repair,% Meeting Benchmark,2011,Proportion,83.0
1835,Provincial,New Brunswick,Provincial,Hip Fracture Repair,50th Percentile,2011,Hours,20.0
1836,Provincial,New Brunswick,Provincial,Hip Fracture Repair,90th Percentile,2011,Hours,66.0
1837,Provincial,New Brunswick,Provincial,Hip Fracture Repair,Volume,2011,Number of cases,344.0
1838,Provincial,New Brunswick,Provincial,Hip Fracture Repair/Emergency And Inpatient,% Meeting Benchmark,2011,Proportion,
1839,Provincial,New Brunswick,Provincial,Hip Fracture Repair/Emergency And Inpatient,50th Percentile,2011,Hours,
1840,Provincial,New Brunswick,Provincial,Hip Fracture Repair/Emergency And Inpatient,90th Percentile,2011,Hours,
1841,Provincial,New Brunswick,Provincial,Hip Fracture Repair/Emergency And Inpatient,Volume,2011,Number of cases,
1842,Provincial,New Brunswick,Provincial,Hip Replacement,% Meeting Benchmark,2011,Proportion,72.0
1843,Provincial,New Brunswick,Provincial,Hip Replacement,50th Percentile,2011,Days,120.0
1844,Provincial,New Brunswick,Provincial,Hip Replacement,90th Percentile,2011,Days,327.0
1845,Provincial,New Brunswick,Provincial,Hip Replacement,Volume,2011,Number of cases,375.0
1846,Provincial,New Brunswick,Provincial,Knee Replacement,% Meeting Benchmark,2011,Proportion,53.0
1847,Provincial,New Brunswick,Provincial,Knee Replacement,50th Percentile,2011,Days,172.0
1848,Provincial,New Brunswick,Provincial,Knee Replacement,90th Percentile,2011,Days,389.0
1849,Provincial,New Brunswick,Provincial,Knee Replacement,Volume,2011,Number of cases,684.0
1850,Provincial,New Brunswick,Provincial,Lung Cancer Surgery,50th Percentile,2011,Days,
1851,Provincial,New Brunswick,Provincial,Lung Cancer Surgery,90th Percentile,2011,Days,
1852,Provincial,New Brunswick,Provincial,Lung Cancer Surgery,Volume,2011,Number of cases,
1853,Provincial,New Brunswick,Provincial,MRI Scan,50th Percentile,2011,Days,
1854,Provincial,New Brunswick,Provincial,MRI Scan,90th Percentile,2011,Days,
1855,Provincial,New Brunswick,Provincial,MRI Scan,Volume,2011,Number of cases,
1856,Provincial,New Brunswick,Provincial,Prostate Cancer Surgery,50th Percentile,2011,Days,
1857,Provincial,New Brunswick,Provincial,Prostate Cancer Surgery,90th Percentile,2011,Days,
1858,Provincial,New Brunswick,Provincial,Prostate Cancer Surgery,Volume,2011,Number of cases,
1859,Provincial,New Brunswick,Provincial,Radiation Therapy,% Meeting Benchmark,2011,Proportion,95.0
1860,Provincial,New Brunswick,Provincial,Radiation Therapy,50th Percentile,2011,Days,
1861,Provincial,New Brunswick,Provincial,Radiation Therapy,90th Percentile,2011,Days,
1862,Provincial,New Brunswick,Provincial,Radiation Therapy,Volume,2011,Number of cases,1194.0
1863,Provincial,Newfoundland And Labrador,Provincial,Bladder Cancer Surgery,50th Percentile,2011,Days,
1864,Provincial,Newfoundland And Labrador,Provincial,Bladder Cancer Surgery,90th Percentile,2011,Days,
1865,Provincial,Newfoundland And Labrador,Provincial,Bladder Cancer Surgery,Volume,2011,Number of cases,
1866,Provincial,Newfoundland And Labrador,Provincial,Breast Cancer Surgery,50th Percentile,2011,Days,
1867,Provincial,Newfoundland And Labrador,Provincial,Breast Cancer Surgery,90th Percentile,2011,Days,
1868,Provincial,Newfoundland And Labrador,Provincial,Breast Cancer Surgery,Volume,2011,Number of cases,
1869,Provincial,Newfoundland And Labrador,Provincial,CABG,% Meeting Benchmark,2011,Proportion,100.0
1870,Provincial,Newfoundland And Labrador,Provincial,CABG,50th Percentile,2011,Days,5.0
1871,Provincial,Newfoundland And Labrador,Provincial,CABG,90th Percentile,2011,Days,48.0
1872,Provincial,Newfoundland And Labrador,Provincial,CABG,Volume,2011,Number of cases,184.0
1873,Provincial,Newfoundland And Labrador,Provincial,Cataract Surgery,% Meeting Benchmark,2011,Proportion,71.0
1874,Provincial,Newfoundland And Labrador,Provincial,Cataract Surgery,50th Percentile,2011,Days,73.0
1875,Provincial,Newfoundland And Labrador,Provincial,Cataract Surgery,90th Percentile,2011,Days,176.0
1876,Provincial,Newfoundland And Labrador,Provincial,Cataract Surgery,Volume,2011,Number of cases,1427.0
1877,Provincial,Newfoundland And Labrador,Provincial,Colorectal Cancer Surgery,50th Percentile,2011,Days,
1878,Provincial,Newfoundland And Labrador,Provincial,Colorectal Cancer Surgery,90th Percentile,2011,Days,
1879,Provincial,Newfoundland And Labrador,Provincial,Colorectal Cancer Surgery,Volume,2011,Number of cases,
1880,Provincial,Newfoundland And Labrador,Provincial,CT Scan,50th Percentile,2011,Days,
1881,Provincial,Newfoundland And Labrador,Provincial,CT Scan,90th Percentile,2011,Days,
1882,Provincial,Newfoundland And Labrador,Provincial,CT Scan,Volume,2011,Number of cases,34051.0
1883,Provincial,Newfoundland And Labrador,Provincial,Hip Fracture Repair,% Meeting Benchmark,2011,Proportion,87.0
1884,Provincial,Newfoundland And Labrador,Provincial,Hip Fracture Repair,50th Percentile,2011,Hours,22.0
1885,Provincial,Newfoundland And Labrador,Provincial,Hip Fracture Repair,90th Percentile,2011,Hours,54.0
1886,Provincial,Newfoundland And Labrador,Provincial,Hip Fracture Repair,Volume,2011,Number of cases,227.0
1887,Provincial,Newfoundland And Labrador,Provincial,Hip Fracture Repair/Emergency And Inpatient,% Meeting Benchmark,2011,Proportion,91.0
1888,Provincial,Newfoundland And Labrador,Provincial,Hip Fracture Repair/Emergency And Inpatient,50th Percentile,2011,Hours,24.0
1889,Provincial,Newfoundland And Labrador,Provincial,Hip Fracture Repair/Emergency And Inpatient,90th Percentile,2011,Hours,48.0
1890,Provincial,Newfoundland And Labrador,Provincial,Hip Fracture Repair/Emergency And Inpatient,Volume,2011,Number of cases,229.0
1891,Provincial,Newfoundland And Labrador,Provincial,Hip Replacement,% Meeting Benchmark,2011,Proportion,82.0
1892,Provincial,Newfoundland And Labrador,Provincial,Hip Replacement,50th Percentile,2011,Days,93.0
1893,Provincial,Newfoundland And Labrador,Provincial,Hip Replacement,90th Percentile,2011,Days,334.0
1894,Provincial,Newfoundland And Labrador,Provincial,Hip Replacement,Volume,2011,Number of cases,206.0
1895,Provincial,Newfoundland And Labrador,Provincial,Knee Replacement,% Meeting Benchmark,2011,Proportion,62.0
1896,Provincial,Newfoundland And Labrador,Provincial,Knee Replacement,50th Percentile,2011,Days,139.0
1897,Provincial,Newfoundland And Labrador,Provincial,Knee Replacement,90th Percentile,2011,Days,469.0
1898,Provincial,Newfoundland And Labrador,Provincial,Knee Replacement,Volume,2011,Number of cases,413.0
1899,Provincial,Newfoundland And Labrador,Provincial,Lung Cancer Surgery,50th Percentile,2011,Days,
1900,Provincial,Newfoundland And Labrador,Provincial,Lung Cancer Surgery,90th Percentile,2011,Days,
1901,Provincial,Newfoundland And Labrador,Provincial,Lung Cancer Surgery,Volume,2011,Number of cases,
1902,Provincial,Newfoundland And Labrador,Provincial,MRI Scan,50th Percentile,2011,Days,
1903,Provincial,Newfoundland And Labrador,Provincial,MRI Scan,90th Percentile,2011,Days,
1904,Provincial,Newfoundland And Labrador,Provincial,MRI Scan,Volume,2011,Number of cases,6759.0
1905,Provincial,Newfoundland And Labrador,Provincial,Prostate Cancer Surgery,50th Percentile,2011,Days,
1906,Provincial,Newfoundland And Labrador,Provincial,Prostate Cancer Surgery,90th Percentile,2011,Days,
1907,Provincial,Newfoundland And Labrador,Provincial,Prostate Cancer Surgery,Volume,2011,Number of cases,
1908,Provincial,Newfoundland And Labrador,Provincial,Radiation Therapy,% Meeting Benchmark,2011,Proportion,96.0
1909,Provincial,Newfoundland And Labrador,Provincial,Radiation Therapy,50th Percentile,2011,Days,14.0
1910,Provincial,Newfoundland And Labrador,Provincial,Radiation Therapy,90th Percentile,2011,Days,26.0
1911,Provincial,Newfoundland And Labrador,Provincial,Radiation Therapy,Volume,2011,Number of cases,500.0
1912,Provincial,Nova Scotia,Provincial,Bladder Cancer Surgery,50th Percentile,2011,Days,
1913,Provincial,Nova Scotia,Provincial,Bladder Cancer Surgery,90th Percentile,2011,Days,
1914,Provincial,Nova Scotia,Provincial,Bladder Cancer Surgery,Volume,2011,Number of cases,
1915,Provincial,Nova Scotia,Provincial,Breast Cancer Surgery,50th Percentile,2011,Days,
1916,Provincial,Nova Scotia,Provincial,Breast Cancer Surgery,90th Percentile,2011,Days,
1917,Provincial,Nova Scotia,Provincial,Breast Cancer Surgery,Volume,2011,Number of cases,
1918,Provincial,Nova Scotia,Provincial,CABG,% Meeting Benchmark,2011,Proportion,100.0
1919,Provincial,Nova Scotia,Provincial,CABG,50th Percentile,2011,Days,10.0
1920,Provincial,Nova Scotia,Provincial,CABG,90th Percentile,2011,Days,77.0
1921,Provincial,Nova Scotia,Provincial,CABG,Volume,2011,Number of cases,201.0
1922,Provincial,Nova Scotia,Provincial,Cataract Surgery,% Meeting Benchmark,2011,Proportion,54.0
1923,Provincial,Nova Scotia,Provincial,Cataract Surgery,50th Percentile,2011,Days,115.0
1924,Provincial,Nova Scotia,Provincial,Cataract Surgery,90th Percentile,2011,Days,292.0
1925,Provincial,Nova Scotia,Provincial,Cataract Surgery,Volume,2011,Number of cases,3663.0
1926,Provincial,Nova Scotia,Provincial,Colorectal Cancer Surgery,50th Percentile,2011,Days,
1927,Provincial,Nova Scotia,Provincial,Colorectal Cancer Surgery,90th Percentile,2011,Days,
1928,Provincial,Nova Scotia,Provincial,Colorectal Cancer Surgery,Volume,2011,Number of cases,
1929,Provincial,Nova Scotia,Provincial,CT Scan,50th Percentile,2011,Days,20.0
1930,Provincial,Nova Scotia,Provincial,CT Scan,90th Percentile,2011,Days,75.0
1931,Provincial,Nova Scotia,Provincial,CT Scan,Volume,2011,Number of cases,29952.0
1932,Provincial,Nova Scotia,Provincial,Hip Fracture Repair,% Meeting Benchmark,2011,Proportion,79.0
1933,Provincial,Nova Scotia,Provincial,Hip Fracture Repair,50th Percentile,2011,Hours,21.0
1934,Provincial,Nova Scotia,Provincial,Hip Fracture Repair,90th Percentile,2011,Hours,72.0
1935,Provincial,Nova Scotia,Provincial,Hip Fracture Repair,Volume,2011,Number of cases,396.0
1936,Provincial,Nova Scotia,Provincial,Hip Fracture Repair/Emergency And Inpatient,% Meeting Benchmark,2011,Proportion,
1937,Provincial,Nova Scotia,Provincial,Hip Fracture Repair/Emergency And Inpatient,50th Percentile,2011,Hours,
1938,Provincial,Nova Scotia,Provincial,Hip Fracture Repair/Emergency And Inpatient,90th Percentile,2011,Hours,
1939,Provincial,Nova Scotia,Provincial,Hip Fracture Repair/Emergency And Inpatient,Volume,2011,Number of cases,
1940,Provincial,Nova Scotia,Provincial,Hip Replacement,% Meeting Benchmark,2011,Proportion,53.0
1941,Provincial,Nova Scotia,Provincial,Hip Replacement,50th Percentile,2011,Days,172.0
1942,Provincial,Nova Scotia,Provincial,Hip Replacement,90th Percentile,2011,Days,498.0
1943,Provincial,Nova Scotia,Provincial,Hip Replacement,Volume,2011,Number of cases,459.0
1944,Provincial,Nova Scotia,Provincial,Knee Replacement,% Meeting Benchmark,2011,Proportion,36.0
1945,Provincial,Nova Scotia,Provincial,Knee Replacement,50th Percentile,2011,Days,252.0
1946,Provincial,Nova Scotia,Provincial,Knee Replacement,90th Percentile,2011,Days,573.0
1947,Provincial,Nova Scotia,Provincial,Knee Replacement,Volume,2011,Number of cases,775.0
1948,Provincial,Nova Scotia,Provincial,Lung Cancer Surgery,50th Percentile,2011,Days,
1949,Provincial,Nova Scotia,Provincial,Lung Cancer Surgery,90th Percentile,2011,Days,
1950,Provincial,Nova Scotia,Provincial,Lung Cancer Surgery,Volume,2011,Number of cases,
1951,Provincial,Nova Scotia,Provincial,MRI Scan,50th Percentile,2011,Days,53.0
1952,Provincial,Nova Scotia,Provincial,MRI Scan,90th Percentile,2011,Days,135.0
1953,Provincial,Nova Scotia,Provincial,MRI Scan,Volume,2011,Number of cases,7613.0
1954,Provincial,Nova Scotia,Provincial,Prostate Cancer Surgery,50th Percentile,2011,Days,
1955,Provincial,Nova Scotia,Provincial,Prostate Cancer Surgery,90th Percentile,2011,Days,
1956,Provincial,Nova Scotia,Provincial,Prostate Cancer Surgery,Volume,2011,Number of cases,
1957,Provincial,Nova Scotia,Provincial,Radiation Therapy,% Meeting Benchmark,2011,Proportion,83.0
1958,Provincial,Nova Scotia,Provincial,Radiation Therapy,50th Percentile,2011,Days,13.0
1959,Provincial,Nova Scotia,Provincial,Radiation Therapy,90th Percentile,2011,Days,34.0
1960,Provincial,Nova Scotia,Provincial,Radiation Therapy,Volume,2011,Number of cases,1376.0
1961,Provincial,Ontario,Provincial,Bladder Cancer Surgery,50th Percentile,2011,Days,
1962,Provincial,Ontario,Provincial,Bladder Cancer Surgery,90th Percentile,2011,Days,
1963,Provincial,Ontario,Provincial,Bladder Cancer Surgery,Volume,2011,Number of cases,
1964,Provincial,Ontario,Provincial,Breast Cancer Surgery,50th Percentile,2011,Days,
1965,Provincial,Ontario,Provincial,Breast Cancer Surgery,90th Percentile,2011,Days,
1966,Provincial,Ontario,Provincial,Breast Cancer Surgery,Volume,2011,Number of cases,
1967,Provincial,Ontario,Provincial,CABG,% Meeting Benchmark,2011,Proportion,100.0
1968,Provincial,Ontario,Provincial,CABG,50th Percentile,2011,Days,6.0
1969,Provincial,Ontario,Provincial,CABG,90th Percentile,2011,Days,39.0
1970,Provincial,Ontario,Provincial,CABG,Volume,2011,Number of cases,3512.0
1971,Provincial,Ontario,Provincial,Cataract Surgery,% Meeting Benchmark,2011,Proportion,88.0
1972,Provincial,Ontario,Provincial,Cataract Surgery,50th Percentile,2011,Days,45.0
1973,Provincial,Ontario,Provincial,Cataract Surgery,90th Percentile,2011,Days,121.0
1974,Provincial,Ontario,Provincial,Cataract Surgery,Volume,2011,Number of cases,66663.0
1975,Provincial,Ontario,Provincial,Colorectal Cancer Surgery,50th Percentile,2011,Days,
1976,Provincial,Ontario,Provincial,Colorectal Cancer Surgery,90th Percentile,2011,Days,
1977,Provincial,Ontario,Provincial,Colorectal Cancer Surgery,Volume,2011,Number of cases,
1978,Provincial,Ontario,Provincial,CT Scan,50th Percentile,2011,Days,7.0
1979,Provincial,Ontario,Provincial,CT Scan,90th Percentile,2011,Days,34.0
1980,Provincial,Ontario,Provincial,CT Scan,Volume,2011,Number of cases,345007.0
1981,Provincial,Ontario,Provincial,Hip Fracture Repair,% Meeting Benchmark,2011,Proportion,78.0
1982,Provincial,Ontario,Provincial,Hip Fracture Repair,50th Percentile,2011,Hours,27.0
1983,Provincial,Ontario,Provincial,Hip Fracture Repair,90th Percentile,2011,Hours,70.0
1984,Provincial,Ontario,Provincial,Hip Fracture Repair,Volume,2011,Number of cases,4996.0
1985,Provincial,Ontario,Provincial,Hip Fracture Repair/Emergency And Inpatient,% Meeting Benchmark,2011,Proportion,70.0
1986,Provincial,Ontario,Provincial,Hip Fracture Repair/Emergency And Inpatient,50th Percentile,2011,Hours,33.0
1987,Provincial,Ontario,Provincial,Hip Fracture Repair/Emergency And Inpatient,90th Percentile,2011,Hours,75.0
1988,Provincial,Ontario,Provincial,Hip Fracture Repair/Emergency And Inpatient,Volume,2011,Number of cases,4423.0
1989,Provincial,Ontario,Provincial,Hip Replacement,% Meeting Benchmark,2011,Proportion,90.0
1990,Provincial,Ontario,Provincial,Hip Replacement,50th Percentile,2011,Days,70.0
1991,Provincial,Ontario,Provincial,Hip Replacement,90th Percentile,2011,Days,186.0
1992,Provincial,Ontario,Provincial,Hip Replacement,Volume,2011,Number of cases,5919.0
1993,Provincial,Ontario,Provincial,Knee Replacement,% Meeting Benchmark,2011,Proportion,85.0
1994,Provincial,Ontario,Provincial,Knee Replacement,50th Percentile,2011,Days,78.0
1995,Provincial,Ontario,Provincial,Knee Replacement,90th Percentile,2011,Days,219.0
1996,Provincial,Ontario,Provincial,Knee Replacement,Volume,2011,Number of cases,10886.0
1997,Provincial,Ontario,Provincial,Lung Cancer Surgery,50th Percentile,2011,Days,
1998,Provincial,Ontario,Provincial,Lung Cancer Surgery,90th Percentile,2011,Days,
